"Metacritic";"VariantCount";"Steam1";"Steam2";"Steam3";"Steam4";"Steam5";"Steam6";"Steam7";"Steam8";"Steam9";"Steam10"
"Brutally Unfair Tactics Totally OK Now (B.U.T.T.O.N.)";"0";;;;;;;;;;
"Brutal Warrior";"0";;;;;;;;;;
"Brutal Nature";"0";;;;;;;;;;
"Brush Up VR";"0";;;;;;;;;;
"Brunswick Circuit Pro Bowling";"0";;;;;;;;;;
"Brunswick Billiards Pro Pool 3D 2";"0";;;;;;;;;;
"Brunhilda and the Dark Crystal";"0";;;;;;;;;;
"Brukkon";"0";;;;;;;;;;
"Bruce Jenner's World Class Decathlon";"0";;;;;;;;;;
"Brothers in Arms: Road to Hill 30";"0";;;;;;;;;;
"Brothers in Arms: Hell's Highway";"0";;;;;;;;;;
"Brothers in Arms: Earned in Blood";"0";;;;;;;;;;
"Brothers in Arms: Complete Collection";"1";"Sword of the Stars: Complete Collection";;;;;;;;;
"Brotherhood of Violence";"0";;;;;;;;;;
"Brother Wings";"1";"Looterkings";;;;;;;;;
"Brother against Brother: The Drawing of the Sword";"0";;;;;;;;;;
"Bronze";"0";;;;;;;;;;
"Bronco X";"0";;;;;;;;;;
"BrokenEarth";"2";"Stonehearth";"Broken Bots";;;;;;;;
"Broken Sword: The Smoking Mirror - Remastered";"1";"Broken Sword 2 - the Smoking Mirror: Remastered";;;;;;;;;
"Broken Sword: The Smoking Mirror";"2";"Broken Sword 2 - the Smoking Mirror: Remastered";"Broken Sword 3 - the Sleeping Dragon";;;;;;;;
"Broken Sword: The Sleeping Dragon";"2";"Broken Sword 3 - the Sleeping Dragon";"Broken Sword 4 - the Angel of Death";;;;;;;;
"Broken Sword: Shadow of the Templars (The Director's Cut)";"0";;;;;;;;;;
"Broken Sword 5: The Serpents' Curse - Part II";"1";"Broken Sword 5 - the Serpent's Curse";;;;;;;;;
"Broken Sword 5: The Serpents' Curse - Part I";"1";"Broken Sword 5 - the Serpent's Curse";;;;;;;;;
"Broken Robot Love";"0";;;;;;;;;;
"Broken Hearts: A Soldier's Duty";"0";;;;;;;;;;
"Broken Hearted: A 9/11 Story";"0";;;;;;;;;;
"Broken Dimensions";"0";;;;;;;;;;
"Broken Armor";"0";;;;;;;;;;
"Broken Age: Act 2";"0";;;;;;;;;;
"Broken Age: Act 1";"0";;;;;;;;;;
"Britney's Dance Beat";"0";;;;;;;;;;
"British Open Championship Golf";"0";;;;;;;;;;
"Brink: Agents of Change";"0";;;;;;;;;;
"Brink of Consciousness: Dorian Gray Syndrome";"1";"Brink of Consciousness: Dorian Gray Syndrome Collector's Edition";;;;;;;;;
"Bridges.3d";"0";;;;;;;;;;
"Bridge! The Construction Game";"0";;;;;;;;;;
"Bridge to Another World: The Others";"0";;;;;;;;;;
"Bridge to Another World: Burnt Dreams";"0";;;;;;;;;;
"Bridge to Another World: Alice in Shadowland";"0";;;;;;;;;;
"Bridge It";"3";"Bridge It +";"Bridge! 2";"Bridge!";;;;;;;
"Bridge Deluxe II with Omar Sharif";"0";;;;;;;;;;
"Bridge Creator 2015";"0";;;;;;;;;;
"Bridge Constructor Trains - Expansion Pack";"0";;;;;;;;;;
"Bridge Construction Set";"0";;;;;;;;;;
"Bridge Baron 22";"0";;;;;;;;;;
"Bridge 2";"3";"Bridge! 2";"Bridge!";"Bridge It +";;;;;;;
"Bricks of Egypt 2";"0";;;;;;;;;;
"Bricks of Egypt";"0";;;;;;;;;;
"Brick Breaker";"0";;;;;;;;;;
"Brick Battalion";"0";;;;;;;;;;
"Bric";"0";;;;;;;;;;
"Brian's High Velocity Research Center";"0";;;;;;;;;;
"Brian Lara International Cricket 2007";"0";;;;;;;;;;
"Breed";"0";;;;;;;;;;
"Breath of Death VII: The Beginning";"0";;;;;;;;;;
"BreakQuest";"0";;;;;;;;;;
"Breakout";"1";"Brawlout";;;;;;;;;
"BreakNeck (2000)";"0";;;;;;;;;;
"Breaking the Rules";"0";;;;;;;;;;
"Break Blocks";"0";;;;;;;;;;
"Breach & Clear: Frozen Synapse Pack";"0";;;;;;;;;;
"Breach & Clear: Deadline";"1";"Breach & Clear: Deadline Rebirth (2016)";;;;;;;;;
"Breach";"0";;;;;;;;;;
"Brazed";"0";;;;;;;;;;
"Brawlderdash";"0";;;;;;;;;;
"Brawl Busters";"0";;;;;;;;;;
"BraveSoul";"0";;;;;;;;;;
"Braveheart";"0";;;;;;;;;;
"Brave: The Video Game";"1";"Disney•Pixar Brave: The Video Game";;;;;;;;;
"Brave Furries";"0";;;;;;;;;;
"Bratz: Super Babyz";"0";;;;;;;;;;
"Bratz: Rock Angelz";"0";;;;;;;;;;
"Bratz: Forever Diamondz";"0";;;;;;;;;;
"Bratz: Babyz";"0";;;;;;;;;;
"Bratz: 4 Real";"0";;;;;;;;;;
"Brandon Must Die!";"0";;;;;;;;;;
"Brand";"0";;;;;;;;;;
"Brainstorm!";"0";;;;;;;;;;
"Brainiversity";"0";;;;;;;;;;
"Brain Voyagers";"0";;;;;;;;;;
"Brain Training for Dummies";"0";;;;;;;;;;
"Brain Spa";"0";;;;;;;;;;
"Brain Games: Emerald Quest";"0";;;;;;;;;;
"Brain Games: Discovery Pack";"0";;;;;;;;;;
"Brain Games Untold Secrets Lost in Time";"0";;;;;;;;;;
"Brain Games Crosswords & Word Puzzles";"0";;;;;;;;;;
"Brain Dead 13";"1";"BrainBread 2";;;;;;;;;
"BoxMaker";"0";;;;;;;;;;
"Boximals Bounce";"0";;;;;;;;;;
"BowMage";"0";;;;;;;;;;
"Boundel";"1";"Boundless";;;;;;;;;
"Bounce!";"0";;;;;;;;;;
"Bounce Symphony";"0";;;;;;;;;;
"BOTOLO";"1";"Botology";;;;;;;;;
"Botanica: Into the Unknown";"0";;;;;;;;;;
"Botanica: Earthbound";"0";;;;;;;;;;
"Boss Wave";"0";;;;;;;;;;
"Boss Rally";"0";;;;;;;;;;
"Boss Hunter: Revenge is Sweet!";"0";;;;;;;;;;
"Bosch's Damnation";"0";;;;;;;;;;
"Borstal";"0";;;;;;;;;;
"Boredom";"0";;;;;;;;;;
"Borderlands: The Zombie Island of Dr. Ned";"0";;;;;;;;;;
"Borderlands: The Secret Armory of General Knoxx";"0";;;;;;;;;;
"Borderlands: The Pre-Sequel - Ultimate Vault Hunter Upgrade Pack: The Holodome Onslaught";"0";;;;;;;;;;
"Borderlands: The Pre-Sequel - Shock Drop Slaughter Pit";"0";;;;;;;;;;
"Borderlands: The Pre-Sequel - Lady Hammerlock the Baroness Pack";"0";;;;;;;;;;
"Borderlands: The Pre-Sequel - Handsome Jack Doppelganger Pack";"0";;;;;;;;;;
"Borderlands: The Pre-Sequel - Claptastic Voyage and Ultimate Vault Hunter Upgrade Pack 2";"0";;;;;;;;;;
"Borderlands: Mad Moxxi's Underdome Riot";"0";;;;;;;;;;
"Borderlands: Game of the Year Edition";"2";"Deus Ex: Game of the Year Edition";"Batman: Arkham Asylum Game of the Year Edition";;;;;;;;
"Borderlands: Double Game Add-On Pack";"0";;;;;;;;;;
"Borderlands: Claptrap's New Robot Revolution";"0";;;;;;;;;;
"Borderlands 2: Ultimate Vault Hunter Upgrade Pack 2 - Digistruct Peak Challenge";"0";;;;;;;;;;
"Borderlands 2: Ultimate Vault Hunter Upgrade Pack";"0";;;;;;;;;;
"Borderlands 2: Tiny Tina's Assault on Dragon Keep";"0";;;;;;;;;;
"Borderlands 2: Sir Hammerlock's Big Game Hunt";"0";;;;;;;;;;
"Borderlands 2: Psycho Pack";"0";;;;;;;;;;
"Borderlands 2: Mr. Torgue's Campaign of Carnage";"0";;;;;;;;;;
"Borderlands 2: Mechromancer Pack";"0";;;;;;;;;;
"Borderlands 2: Headhunter Pack 5 - Sir Hammerlock vs. the Son of Crawmerax";"0";;;;;;;;;;
"Borderlands 2: Headhunter Pack 4 - Mad Moxxi and the Wedding Day Massacre";"0";;;;;;;;;;
"Borderlands 2: Headhunter Pack 3 - How Marcus Saved Mercenary Day";"0";;;;;;;;;;
"Borderlands 2: Headhunter Pack 2 - The Horrible Hunger of the Ravenous Wattle Gobbler";"0";;;;;;;;;;
"Borderlands 2: Headhunter Pack 1 - TK Baha's Bloody Harvest";"0";;;;;;;;;;
"Borderlands 2: Game of the Year Edition";"2";"Deus Ex: Game of the Year Edition";"Batman: Arkham Asylum Game of the Year Edition";;;;;;;;
"Borderlands 2: Creature Slaughter Dome";"0";;;;;;;;;;
"Borderlands 2: Captain Scarlett and Her Pirate's Booty";"0";;;;;;;;;;
"Bootombaa!!!";"0";;;;;;;;;;
"Bootombaa";"0";;;;;;;;;;
"Boot Hill Blaster";"0";;;;;;;;;;
"Boost";"0";;;;;;;;;;
"BOOR";"0";;;;;;;;;;
"Boomtown Takedown";"0";;;;;;;;;;
"Boom Brigade 2";"0";;;;;;;;;;
"Bookworm Wordy Wonder Bundle";"0";;;;;;;;;;
"Bookworm Deluxe";"0";;;;;;;;;;
"Bookworm Adventures: Volume 2";"0";;;;;;;;;;
"Bookworm Adventures Deluxe";"0";;;;;;;;;;
"Booking Revolution";"0";;;;;;;;;;
"Book Series: Alice in Wonderland";"1";"Disney Alice in Wonderland";;;;;;;;;
"Book of Mysteries";"1";"Mirror Mysteries";;;;;;;;;
"Book of Legends and Adventure Chronicles 2-Pack";"0";;;;;;;;;;
"Boogie Bunnies";"0";;;;;;;;;;
"Boogeyman 2";"0";;;;;;;;;;
"Boob Wars: Big Boobs vs Flat Chests";"0";;;;;;;;;;
"Bonus Mania Slots";"0";;;;;;;;;;
"Bontago";"0";;;;;;;;;;
"Bonsai Defense";"0";;;;;;;;;;
"Bonnie's Bookstore";"0";;;;;;;;;;
"BoneTown";"0";;;;;;;;;;
"BoneBone";"0";;;;;;;;;;
"Bonanza Quest";"1";"Robin's Quest";;;;;;;;;
"Bonanza Bros.";"0";;;;;;;;;;
"Bomberman Collection";"4";"Cake Mania Collection";"Cake Mania Collection";"Super Granny Collection";"Super Granny Collection";;;;;;
"Bomberic 2";"0";;;;;;;;;;
"Bomb Buddies";"0";;;;;;;;;;
"BOMB";"0";;;;;;;;;;
"Bolt Riley";"0";;;;;;;;;;
"Bolt";"0";;;;;;;;;;
"Bollywood Wannabe";"0";;;;;;;;;;
"bOllO";"0";;;;;;;;;;
"Boku no Mehisho wa Doukyuusei";"0";;;;;;;;;;
"Boken Mura Densetsu";"0";;;;;;;;;;
"Bok Choy Boys";"0";;;;;;;;;;
"Boiling Point: Road to Hell";"0";;;;;;;;;;
"BOH";"0";;;;;;;;;;
"Boggle Supreme";"0";;;;;;;;;;
"Boggle";"0";;;;;;;;;;
"Bode Miller Alpine Skiing";"0";;;;;;;;;;
"Bocce Revolution";"0";;;;;;;;;;
"Bocce Beach";"0";;;;;;;;;;
"bob's game (puzzle game) from \"bob's game\"";"0";;;;;;;;;;
"Bob the Builder: Can-Do Zoo";"0";;;;;;;;;;
"Bob the Builder: Can We Fix It?";"0";;;;;;;;;;
"Boarder Zone";"0";;;;;;;;;;
"Bo";"0";;;;;;;;;;
"Blur time";"0";;;;;;;;;;
"Blur";"0";;;;;;;;;;
"Blues and Bullets - Episode 2: Shaking The Hive";"0";;;;;;;;;;
"Blues and Bullets - Episode 1: The End of Peace";"0";;;;;;;;;;
"Blue-Collar Astronaut";"0";;;;;;;;;;
"Blue's Clues: Blue's Kindergarten";"0";;;;;;;;;;
"Blue's Clues: Blue Takes You to School";"0";;;;;;;;;;
"Blue Toad Murder Files: The Mysteries of Little Riddle";"1";"Blue Toad Murder Files™: The Mysteries of Little Riddle";;;;;;;;;
"Blue Sky::Acceptable Casualties";"0";;;;;;;;;;
"Blue Saga";"1";"Soul Saga";;;;;;;;;
"Blue Libra 2";"0";;;;;;;;;;
"Blue Lacuna";"0";;;;;;;;;;
"Blue Heat";"1";"Blueshift";;;;;;;;;
"Blue Estate Prologue";"1";"Blue Estate The Game";;;;;;;;;
"Blue Estate";"0";;;;;;;;;;
"Blue Bloke Turbo";"0";;;;;;;;;;
"BLUE ANGELS: Ready, Break!";"0";;;;;;;;;;
"BlowOut";"1";"Brawlout";;;;;;;;;
"Bloons Tower Defense 5";"0";;;;;;;;;;
"Bloons Monkey City";"0";;;;;;;;;;
"Bloom";"0";;;;;;;;;;
"Bloodsports.TV - Blood Brawl";"0";;;;;;;;;;
"BloodRayne 2";"0";;;;;;;;;;
"BloodRayne";"1";"BloodGate";;;;;;;;;
"Blood Ties (2011)";"0";;;;;;;;;;
"Blood Sweat and Gears";"0";;;;;;;;;;
"Blood Omen: Legacy of Kain";"1";"Blood Omen 2: Legacy of Kain";;;;;;;;;
"Blood Omen 2";"0";;;;;;;;;;
"Blood of Old";"0";;;;;;;;;;
"Blood II: The Chosen + The Nightmare Levels";"0";;;;;;;;;;
"Blood II: The Chosen";"1";"Blood II: The Chosen + Expansion";;;;;;;;;
"Blood Bowl: Star Coach";"0";;;;;;;;;;
"Blood Bowl: Legendary Edition";"1";"Blood Bowl® Legendary Edition";;;;;;;;;
"Blood Bowl: Dark Elves";"0";;;;;;;;;;
"Blood Bowl";"0";;;;;;;;;;
"Blood Alloy: Reborn";"0";;;;;;;;;;
"Blood & Magic";"0";;;;;;;;;;
"Blood";"0";;;;;;;;;;
"Blokus World Tour";"0";;;;;;;;;;
"Blogic";"0";;;;;;;;;;
"Blocksum";"0";;;;;;;;;;
"BlockShip Wars";"1";"Blockships";;;;;;;;;
"Blockpocalypse";"1";"Blockscape";;;;;;;;;
"Blocked Street";"0";;;;;;;;;;
"Block Story";"1";"Block Story™";;;;;;;;;
"Block King";"1";"Black Ink";;;;;;;;;
"Block Blocks";"0";;;;;;;;;;
"Blocaria";"0";;;;;;;;;;
"Blobsos";"0";;;;;;;;;;
"Blitzkrieg: Total Challenge";"0";;;;;;;;;;
"Blitzkrieg: The Complete Anthology";"0";;;;;;;;;;
"Blitzkrieg: Rolling Thunder";"0";;;;;;;;;;
"Blitzkrieg: Mission Barbarossa";"0";;;;;;;;;;
"Blitzkrieg: Green Devils";"0";;;;;;;;;;
"Blitzkrieg: Burning Horizon";"0";;;;;;;;;;
"Blitzkrieg Strategy Pack";"0";;;;;;;;;;
"Blitzkrieg II: Fall of the Reich";"0";;;;;;;;;;
"Blitzkrieg 2";"1";"Blitzkrieg 3";;;;;;;;;
"Blitzkrieg";"1";"Blitzkrieg 3";;;;;;;;;
"Blitz 1941";"0";;;;;;;;;;
"BlipBloop";"0";;;;;;;;;;
"Blink";"1";"Uplink";;;;;;;;;
"Blini Kids: Animals";"0";;;;;;;;;;
"BlindSide";"0";;;;;;;;;;
"Blind Love";"0";;;;;;;;;;
"Blind Escape";"1";"Windscape";;;;;;;;;
"Blind Blades";"0";;;;;;;;;;
"Blind Adventure";"1";"Sonic Adventure DX";;;;;;;;;
"Blight";"1";"OreLight";;;;;;;;;
"Blessed Ones: The Magic Wolves";"0";;;;;;;;;;
"Blendimals";"0";;;;;;;;;;
"Blazing Angels: Squadrons of WWII";"1";"Blazing Angels® 2: Secret Missions of WWII";;;;;;;;;
"Blazing Angels Bundle";"0";;;;;;;;;;
"Blazing Angels 2: Secret Missions of WWII";"1";"Blazing Angels® 2: Secret Missions of WWII";;;;;;;;;
"Blaze & Blade: Eternal Quest";"0";;;;;;;;;;
"BlazBlue: Chrono Phantasma Extend";"1";"BlazBlue: Chronophantasma Extend";;;;;;;;;
"Blasterball 2: Holidays";"0";;;;;;;;;;
"Blasterball 2 Revolution";"0";;;;;;;;;;
"Blast-off";"0";;;;;;;;;;
"Blast Miner";"0";;;;;;;;;;
"Blast from the Past";"0";;;;;;;;;;
"Blast Brawl 2: Bloody Boogaloo";"0";;;;;;;;;;
"Blanco";"0";;;;;;;;;;
"Blake Stone: Aliens of Gold";"0";;;;;;;;;;
"Blair Witch Volume III: The Elly Kedward Tale";"0";;;;;;;;;;
"Blair Witch Volume II: The Legend of Coffin Rock";"0";;;;;;;;;;
"Blair Witch Volume I: Rustin Parr";"0";;;;;;;;;;
"Bladestar";"0";;;;;;;;;;
"Blades of Time: Limited Edition";"0";;;;;;;;;;
"Blades of Time: Dismal Swamp";"0";;;;;;;;;;
"Blades of Exile";"0";;;;;;;;;;
"Blades of Avernum";"0";;;;;;;;;;
"Blade Runner";"0";;;;;;;;;;
"Blade of Darkness";"0";;;;;;;;;;
"Blade 9";"0";;;;;;;;;;
"Blade & Sword";"0";;;;;;;;;;
"Blade & Soul";"0";;;;;;;;;;
"Blackwater Bayou VR";"0";;;;;;;;;;
"BlackSoul";"0";;;;;;;;;;
"BlackSite: Area 51";"0";;;;;;;;;;
"BlackShot Europe: The Asian Dragon";"0";;;;;;;;;;
"BlackShot Europe: Second World War";"0";;;;;;;;;;
"BlackShot";"0";;;;;;;;;;
"Blacklight: Retribution - Onslaught";"0";;;;;;;;;;
"BLACKHOLE: Complete Edition";"2";"BlackSoul: Extended Edition";"Major\Minor - Complete Edition";;;;;;;;
"Blackguards: Untold Legends";"0";;;;;;;;;;
"Black The Fall";"0";;;;;;;;;;
"Black Prophecy - Episode 3: Rise of the Boids";"0";;;;;;;;;;
"Black Prophecy - Episode 2: Species War";"0";;;;;;;;;;
"Black Prophecy - Episode 1: Inferno in Tulima";"0";;;;;;;;;;
"Black Prophecy";"0";;;;;;;;;;
"Black Nebula";"0";;;;;;;;;;
"Black Mirror III: Final Fear";"0";;;;;;;;;;
"Black Mirror II: Reigning Evil";"0";;;;;;;;;;
"Black Home - Vermillion Monastery";"0";;;;;;;;;;
"Black Hawk";"1";"Black Ink";;;;;;;;;
"Black Gold Online";"1";"AoF World Online";;;;;;;;;
"Black Dreams";"0";;;;;;;;;;
"Black Desert Online";"0";;;;;;;;;;
"Black Dahlia";"0";;;;;;;;;;
"Black College Football Experience";"0";;;;;;;;;;
"Black Circle: A Carol Reed Mystery";"0";;;;;;;;;;
"Black & White: Creature Isle";"0";;;;;;;;;;
"Black & White Deluxe";"0";;;;;;;;;;
"Black & White 2 - Battle of the Gods";"0";;;;;;;;;;
"Black & White 2";"0";;;;;;;;;;
"Black & White";"0";;;;;;;;;;
"bittos-e";"0";;;;;;;;;;
"BitShift: BattleGrid";"0";;;;;;;;;;
"Bitfighter";"0";;;;;;;;;;
"Bitcoin Miner";"0";;;;;;;;;;
"Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien - Good Friends Character Pack";"1";"BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien";;;;;;;;;
"Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien";"1";"BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien";;;;;;;;;
"Bit.Trip Core";"0";;;;;;;;;;
"Birthright: The Gorgon's Alliance";"0";;;;;;;;;;
"Birth of Shadows";"1";"Birth of Shadows®";;;;;;;;;
"Birth of America II: Wars in America 1750-1815";"0";;;;;;;;;;
"Birth of America";"0";;;;;;;;;;
"Birdsketball";"0";;;;;;;;;;
"Birds on a Wire";"0";;;;;;;;;;
"Bird Pirates";"1";"Cloud Pirates";;;;;;;;;
"Bird of Light";"2";"Line of Sight";"War of Rights";;;;;;;;
"Bipolar";"0";;;;;;;;;;
"Bipo: The Mystery of the Red Panda";"1";"The Mystery of the Druids";;;;;;;;;
"Biozone";"0";;;;;;;;;;
"Biotoxin: The Dark Days";"0";;;;;;;;;;
"Biosupremacy";"0";;;;;;;;;;
"BioShock: The Collection";"0";;;;;;;;;;
"BioShock Remastered";"3";"BioShock™ Remastered";"BioShock™ 2 Remastered";"Violett Remastered";;;;;;;
"BioShock Infinite: Clash in the Clouds";"0";;;;;;;;;;
"BioShock Infinite: Burial at Sea - Episode Two";"0";;;;;;;;;;
"BioShock Infinite: Burial at Sea - Episode One";"0";;;;;;;;;;
"BioShock 2: Sinclair Solutions Test Pack";"0";;;;;;;;;;
"BioShock 2: Protector Trials";"0";;;;;;;;;;
"Bioshock 2: Minerva's Den";"0";;;;;;;;;;
"Bioshock 2: Minerva's Den";"0";;;;;;;;;;
"BioShock 2 Remastered";"3";"BioShock™ 2 Remastered";"BioShock™ Remastered";"Violett Remastered";;;;;;;
"BioShock 2";"2";"BioShock® 2";"BioShock™";;;;;;;;
"BioShock & The Elder Scrolls IV: Oblivion Bundle";"0";;;;;;;;;;
"BioShock";"2";"BioShock™";"BioShock® 2";;;;;;;;
"Bionite: Origins";"0";;;;;;;;;;
"Bionicle Heroes";"0";;;;;;;;;;
"Bionicle";"0";;;;;;;;;;
"Biomydra";"0";;;;;;;;;;
"Bio-Strike";"2";"Pinstripe";"LightStrike";;;;;;;;
"Bio-Hazard Battle";"0";;;;;;;;;;
"Bio Guardian";"0";;;;;;;;;;
"Binary Maze";"0";;;;;;;;;;
"Bilbo: Four Corners of the World";"0";;;;;;;;;;
"BigScreen";"1";"Bigscreen Beta";;;;;;;;;
"Bigfoot: Chasing Shadows";"1";"GemCraft - Chasing Shadows";;;;;;;;;
"Big Scale Racing";"0";;;;;;;;;;
"Big Rigs: Over the Road Racing";"0";;;;;;;;;;
"Big Red Racing";"0";;;;;;;;;;
"Big Pharma: Marketing and Malpractice";"0";;;;;;;;;;
"Big Oil: Build an Oil Empire";"0";;;;;;;;;;
"Big Mutha Truckers 2";"0";;;;;;;;;;
"Big Mutha Truckers";"0";;;;;;;;;;
"Big Match Striker";"0";;;;;;;;;;
"Big Kahuna Words";"0";;;;;;;;;;
"Big Kahuna Reef 2";"0";;;;;;;;;;
"Big Kahuna Reef";"0";;;;;;;;;;
"Big Kahuna Bundle";"0";;;;;;;;;;
"Big Island Blends";"0";;;;;;;;;;
"Big City War";"0";;;;;;;;;;
"Big City Adventure: Sydney";"0";;;;;;;;;;
"Big City Adventure: San Fransisco";"0";;;;;;;;;;
"Big Bundle Fun Pack";"0";;;;;;;;;;
"Big Bundle Diesel Pack";"0";;;;;;;;;;
"Big Buck Hunter";"0";;;;;;;;;;
"Big Biz Tycoon 2";"0";;;;;;;;;;
"Big Biz Tycoon";"0";;;;;;;;;;
"Bientot l'ete";"1";"Bientôt l'été";;;;;;;;;
"Bicyclism EP";"0";;;;;;;;;;
"Bicycle Totally Cool Card Games (Jewel Case)";"0";;;;;;;;;;
"Bicycle Family Card Games";"0";;;;;;;;;;
"Bicycle Card Games";"0";;;;;;;;;;
"Bicycle Board Games";"0";;;;;;;;;;
"Bicycle 21 Casino: Texas Hold 'Em";"0";;;;;;;;;;
"Bickadoodle";"0";;;;;;;;;;
"Bibou";"1";"Bibou®";;;;;;;;;
"Biblioteca";"0";;;;;;;;;;
"Bible Black: The Infection";"0";;;;;;;;;;
"Bible Black";"0";;;;;;;;;;
"BHunter";"2";"Hunger";"theHunter";;;;;;;;
"Beyond the Law: The Third Wave";"0";;;;;;;;;;
"Beyond The Destiny";"0";;;;;;;;;;
"Beyond Space";"2";"Beyond Despair";"Beyond Sol";;;;;;;;
"Beyond Protocol";"0";;;;;;;;;;
"Beyond Oasis";"2";"Beyond Sol";"Beyond Despair";;;;;;;;
"Beyond Normandy - Assignment Berlin";"0";;;;;;;;;;
"Beyond Jeremy";"0";;;;;;;;;;
"Beyond Good & Evil";"1";"Beyond Good and Evil™";;;;;;;;;
"Beyond Enemy Lines";"0";;;;;;;;;;
"Beyond Beyaan";"1";"Beyond Despair";;;;;;;;;
"Beyond Atlantis II";"0";;;;;;;;;;
"Beyond Atlantis Combo Pack";"0";;;;;;;;;;
"Beyond Atlantis";"0";;;;;;;;;;
"Beware Planet Earth!";"1";"Beware Planet Earth";;;;;;;;;
"Between";"1";"Get Even";;;;;;;;;
"Betty's Beer Bar";"0";;;;;;;;;;
"Betty Bad";"0";;;;;;;;;;
"Betrayal in Antara";"0";;;;;;;;;;
"BeTrapped!";"0";;;;;;;;;;
"Bet on Soldier: Blood Sport";"0";;;;;;;;;;
"Best of Games: RTS";"0";;;;;;;;;;
"Best in Show Solitaire";"0";;;;;;;;;;
"Best Buds";"0";;;;;;;;;;
"Besieger";"1";"Besiege";;;;;;;;;
"Bertram Fiddle: Episode 1 - A Dreadly Business";"1";"Adventures of Bertram Fiddle: Episode 1: A Dreadly Business";;;;;;;;;
"Berkley Bass Tournament Tycoon";"0";;;;;;;;;;
"Beret";"0";;;;;;;;;;
"Bequest";"0";;;;;;;;;;
"Beowulf: The Game";"0";;;;;;;;;;
"Bennu";"0";;;;;;;;;;
"Benji Challenges";"0";;;;;;;;;;
"Bengal: Game of Gods";"0";;;;;;;;;;
"Beneath The Cherry Trees";"1";"Beneath The Cherry Trees / 桜の樹の下には";;;;;;;;;
"Ben There, Dan That!";"0";;;;;;;;;;
"Ben Jordan: Paranormal Investigator - Case 8: Relics of the Past";"0";;;;;;;;;;
"Ben Jordan: Paranormal Investigator - Case 7: The Cardinal Sins";"0";;;;;;;;;;
"Belle's Beauty Boutique";"0";;;;;;;;;;
"Bellatorus Deluxe";"0";;;;;;;;;;
"Bella Sara";"0";;;;;;;;;;
"Belief & Betrayal";"0";;;;;;;;;;
"Bejeweled Blitz";"1";"Bejeweled Deluxe";;;;;;;;;
"Bejeweled 3";"2";"Bejeweled® 3";"Bejeweled Deluxe";;;;;;;;
"Bejeweled 2 / Peggle";"0";;;;;;;;;;
"Being Beauteous";"0";;;;;;;;;;
"Beijing 2008: The Official Video Game of the Olympic Games";"2";"Beijing 2008™ - The Official Video Game of the Olympic Games";"Vancouver 2010™ - The Official Video Game of the Olympic Winter Games";;;;;;;;
"Behind the Reflection 2: Witch's Revenge";"0";;;;;;;;;;
"Behind the Memory";"0";;;;;;;;;;
"Beetle Buggin'";"0";;;;;;;;;;
"beem";"0";;;;;;;;;;
"Beekyr Reloaded";"0";;;;;;;;;;
"Beekyr : Eco Shoot'em up";"0";;;;;;;;;;
"Bee Movie Game";"0";;;;;;;;;;
"Bee Logic";"0";;;;;;;;;;
"Bedlam (1996)";"0";;;;;;;;;;
"Bedfellows FRENZY";"0";;;;;;;;;;
"Becky Brogan: The Institute";"0";;;;;;;;;;
"Beavis and Butt-head: Bunghole in One";"0";;;;;;;;;;
"Beavis and Butt-head Do U.";"0";;;;;;;;;;
"Beavis & Butt-head: Calling All Dorks";"0";;;;;;;;;;
"Beavis & Butt-head in Screen Wreckers";"0";;;;;;;;;;
"Beauty Factory";"1";"Dream Factory";;;;;;;;;
"Beauty Bounce";"0";;;;;;;;;;
"Beats Fever";"0";;;;;;;;;;
"Beatdown";"0";;;;;;;;;;
"BeatBoxer+";"0";;;;;;;;;;
"Beat Hazard Ultra";"0";;;;;;;;;;
"Beat Blades Haruka";"0";;;;;;;;;;
"Beasts of Prey";"0";;;;;;;;;;
"Beastiarium";"0";;;;;;;;;;
"Beast Wars: Transformers";"0";;;;;;;;;;
"BEARZERKERS";"1";"Bierzerkers";;;;;;;;;
"Bearslayer";"0";;;;;;;;;;
"Bear With Me: Episode Two";"0";;;;;;;;;;
"Bear With Me: Episode 1";"0";;;;;;;;;;
"Bean's Quest";"2";"Robin's Quest";"King's Quest";;;;;;;;
"Bean Farmer Pinball";"0";;;;;;;;;;
"Beam Breakers";"1";"LawBreakers";;;;;;;;;
"BeachHead 2000";"0";;;;;;;;;;
"Beach Soccer";"0";;;;;;;;;;
"Beach Party Craze";"0";;;;;;;;;;
"Beach Head: Desert War";"0";;;;;;;;;;
"Beach Head 2002";"0";;;;;;;;;;
"Be Rich";"0";;;;;;;;;;
"Be a King 2";"0";;;;;;;;;;
"Be a King";"0";;;;;;;;;;
"BCT Commander";"0";;;;;;;;;;
"Bayou Island - Point and Click Adventure";"0";;;;;;;;;;
"Baxter's Venture";"0";;;;;;;;;;
"Bawl Mawl Death";"0";;;;;;;;;;
"BattleZone: Airhunt";"0";;;;;;;;;;
"Battlezone II: Combat Commander";"0";;;;;;;;;;
"Battlezone (1998)";"0";;;;;;;;;;
"Battletech: Solaris";"0";;;;;;;;;;
