"Metacritic";"VariantCount";"Steam1";"Steam2";"Steam3";"Steam4";"Steam5";"Steam6";"Steam7";"Steam8";"Steam9";"Steam10"
"Higurashi When They Cry: Chapter 1 - Onikakushi";"4";"Higurashi When They Cry Hou - Ch.1 Onikakushi";"Higurashi When They Cry Hou - Ch.4 Himatsubushi";"Higurashi When They Cry Hou - Ch.2 Watanagashi";"Higurashi When They Cry Hou - Ch.3 Tatarigoroshi";;;;;;
"Higurashi When They Cry Kai";"1";"Higurashi When They Cry Hou - Ch.1 Onikakushi";;;;;;;;;
"Higurashi When They Cry";"0";;;;;;;;;;
"Highschool Romance: Magi Trials";"0";;;;;;;;;;
"Highborn: Chapter 2";"0";;;;;;;;;;
"High School Musical 3: Senior Year DANCE!";"1";"Disney High School Musical 3: Senior Year Dance";;;;;;;;;
"High Impact Paintball";"0";;;;;;;;;;
"High Heat Major League Baseball 2004";"0";;;;;;;;;;
"High Heat Major League Baseball 2003";"0";;;;;;;;;;
"High Heat Major League Baseball 2002";"0";;;;;;;;;;
"High Heat Baseball 2000";"0";;;;;;;;;;
"High Heat Baseball 1999";"0";;;;;;;;;;
"Hide-n-Seek Winter";"0";;;;;;;;;;
"Hide and Seek 2";"0";;;;;;;;;;
"Hide and Seek";"0";;;;;;;;;;
"Hide and Secret: The Lost World";"0";;;;;;;;;;
"Hide & Secret: Treasure of the Ages";"1";"Hide and Secret Treasure of the Ages";;;;;;;;;
"Hide & Secret: Bonus Edition 4 Pack";"0";;;;;;;;;;
"Hide & Secret 3: Pharaoh's Quest";"0";;;;;;;;;;
"Hide & Secret 2: Cliffhanger Castle";"0";;;;;;;;;;
"Hidden World of Art 2: Undercover Art Agent";"0";;;;;;;;;;
"Hidden World of Art";"0";;;;;;;;;;
"Hidden Stroke";"1";"Sudden Strike 4";;;;;;;;;
"Hidden Secrets: The Nightmare";"0";;;;;;;;;;
"Hidden Runaway: A Road Adventure";"1";"Runaway, A Road Adventure";;;;;;;;;
"Hidden Relics";"0";;;;;;;;;;
"Hidden Object Adventure Pack";"0";;;;;;;;;;
"Hidden Mysteries: Vampire Secrets";"0";;;;;;;;;;
"Hidden Mysteries: The White House";"0";;;;;;;;;;
"Hidden Mysteries: Salem Secrets - Witch Trials of 1692";"0";;;;;;;;;;
"Hidden Mysteries: Royal Family Secrets";"0";;;;;;;;;;
"Hidden Mysteries: Notre Dame";"0";;;;;;;;;;
"Hidden Magic";"0";;;;;;;;;;
"Hidden in Time: Mirror Mirror";"0";;;;;;;;;;
"Hidden Identity - Chicago Blackout";"0";;;;;;;;;;
"Hidden Gems";"0";;;;;;;;;;
"Hidden Expedition: The Lost Paradise";"0";;;;;;;;;;
"Hidden Expedition: The Fountain of Youth";"0";;;;;;;;;;
"Hidden Expedition: The Eternal Emperor";"0";;;;;;;;;;
"Hidden Expedition: The Crown of Solomon";"0";;;;;;;;;;
"Hidden Expedition: Midgard's End";"0";;;;;;;;;;
"Hidden & Dangerous: Devil's Bridge";"0";;;;;;;;;;
"Hidden & Dangerous: Deluxe";"0";;;;;;;;;;
"Hidden & Dangerous 2: Sabre Squadron";"0";;;;;;;;;;
"Hidden & Dangerous 2";"0";;;;;;;;;;
"Hidden & Dangerous";"0";;;;;;;;;;
"Hi-Octane";"0";;;;;;;;;;
"Hey, Come Here!";"0";;;;;;;;;;
"Hexsweeper";"0";;;;;;;;;;
"Hexplore";"0";;;;;;;;;;
"Hexic Deluxe";"0";;;;;;;;;;
"Hexic";"0";;;;;;;;;;
"Hexen: Beyond Heretic";"0";;;;;;;;;;
"Hexen II Mission Pack: Portal of Praevus";"0";;;;;;;;;;
"Hexen II";"0";;;;;;;;;;
"Hexapod Defense Force";"0";;;;;;;;;;
"Hexaball";"0";;;;;;;;;;
"Herotopia";"0";;;;;;;;;;
"HeroSmash";"0";;;;;;;;;;
"Heroic Sports Football";"0";;;;;;;;;;
"Heroes Rush: Tactics";"0";;;;;;;;;;
"Heroes Over Europe";"1";"Wings Over Europe";;;;;;;;;
"Heroes of Three Kingdoms";"0";;;;;;;;;;
"Heroes of the Storm";"0";;;;;;;;;;
"Heroes of the Pacific";"0";;;;;;;;;;
"Heroes of Steel: Tactics RPG";"1";"Heroes of Steel RPG";;;;;;;;;
"Heroes of Newerth";"1";"Heroes of Steel RPG";;;;;;;;;
"Heroes of Might and Magic: Platinum Edition";"1";"Heroes® of Might & Magic® III - HD Edition";;;;;;;;;
"Heroes of Might and Magic: Millennium Edition";"1";"Heroes® of Might & Magic® III - HD Edition";;;;;;;;;
"Heroes of Might and Magic V: Tribes of the East";"2";"Heroes of Might & Magic V: Tribes of the East";"Heroes of Might & Magic V: Hammers of Fate";;;;;;;;
"Heroes of Might and Magic V: Hammers of Fate";"2";"Heroes of Might & Magic V: Hammers of Fate";"Heroes of Might & Magic V: Tribes of the East";;;;;;;;
"Heroes of Might and Magic V";"1";"Heroes of Might & Magic V";;;;;;;;;
"Heroes of Might and Magic IV: Winds of War";"2";"Heroes of Might & Magic V: Hammers of Fate";"Heroes of Might & Magic V: Tribes of the East";;;;;;;;
"Heroes of Might and Magic IV: The Gathering Storm";"2";"Heroes of Might & Magic V: Tribes of the East";"Heroes of Might & Magic V: Hammers of Fate";;;;;;;;
"Heroes of Might and Magic IV & V Complete";"1";"Heroes of Might & Magic V: Hammers of Fate";;;;;;;;;
"Heroes of Might and Magic IV";"1";"Heroes of Might & Magic V";;;;;;;;;
"Heroes of Might and Magic III: The Shadow of Death";"1";"Heroes of Might & Magic V: Hammers of Fate";;;;;;;;;
"Heroes of Might and Magic III: Armageddon's Blade";"1";"Heroes of Might & Magic V: Hammers of Fate";;;;;;;;;
"Heroes of Might and Magic III";"1";"Heroes of Might & Magic V";;;;;;;;;
"Heroes of Might and Magic II: The Succession Wars";"1";"Heroes of Might & Magic V: Hammers of Fate";;;;;;;;;
"Heroes of Might and Magic II: The Price of Loyalty";"2";"Heroes of Might & Magic V: Tribes of the East";"Heroes of Might & Magic V: Hammers of Fate";;;;;;;;
"Heroes of Might & Magic III - HD Edition";"4";"Heroes® of Might & Magic® III - HD Edition";"Heroes of Might & Magic V";"Heroes of Might & Magic V: Tribes of the East";"Heroes of Might & Magic V: Hammers of Fate";;;;;;
"Heroes of Loot 2";"0";;;;;;;;;;
"Heroes of Legionwood: Episode 2 - Resurrection";"0";;;;;;;;;;
"Heroes of Kalevala";"0";;;;;;;;;;
"Heroes of Issachar";"0";;;;;;;;;;
"Heroes of Hellas";"1";"Heroes of Steel RPG";;;;;;;;;
"Heroes of Dark Dungeon";"0";;;;;;;;;;
"Heroes of Card War";"0";;;;;;;;;;
"Heroes of Arca";"0";;;;;;;;;;
"Heroes in the Sky";"0";;;;;;;;;;
"Heroes from the Past: Joan of Arc";"0";;;;;;;;;;
"Heroes Foe";"0";;;;;;;;;;
"Heroes Chronicles: Warlords of the Wasteland";"0";;;;;;;;;;
"Heroes Chronicles: The World Tree";"0";;;;;;;;;;
"Heroes Chronicles: The Fiery Moon";"0";;;;;;;;;;
"Heroes Chronicles: Masters of the Elements";"0";;;;;;;;;;
"Heroes Chronicles: Conquest of the Underworld";"0";;;;;;;;;;
"Heroes Chronicles: Clash of the Dragons";"0";;;;;;;;;;
"Heroes and Titans: Online";"0";;;;;;;;;;
"HERO-E";"0";;;;;;;;;;
"Hero's Tale Enhanced Edition: Eleq's Rescue";"0";;;;;;;;;;
"Hero's Tale Enhanced Edition";"2";"Redout: Enhanced Edition";"Trine Enchanted Edition";;;;;;;;
"Hero Zero - The Game";"0";;;;;;;;;;
"Hero X";"0";;;;;;;;;;
"Hero Quest";"0";;;;;;;;;;
"Hero Online";"1";"Garlock Online";;;;;;;;;
"Hero Keeper";"0";;;;;;;;;;
"Hero Core";"0";;;;;;;;;;
"Hero Boy";"0";;;;;;;;;;
"Hero Barrier";"0";;;;;;;;;;
"Hero";"0";;;;;;;;;;
"Hermi & Max";"0";;;;;;;;;;
"Heritage of Kings: The Settlers";"0";;;;;;;;;;
"Heritage";"0";;;;;;;;;;
"Heretic: Shadow of the Serpent Riders";"0";;;;;;;;;;
"Heretic Kingdoms: The Inquisition";"0";;;;;;;;;;
"Heretic II";"0";;;;;;;;;;
"Heresy";"0";;;;;;;;;;
"Herald: An Interactive Period Drama";"1";"Herald: An Interactive Period Drama - Book I & II";;;;;;;;;
"Henry The Hamster Handler";"0";;;;;;;;;;
"Henry Jordaye";"0";;;;;;;;;;
"Help Me Doctor";"0";;;;;;;;;;
"Help";"0";;;;;;;;;;
"Hello Kitty: Dream Carnival";"0";;;;;;;;;;
"Hello Kitty: Cutie World";"0";;;;;;;;;;
"Hello Kitty: Bubblegum Girlfriends";"0";;;;;;;;;;
"Hello Kitty Online";"0";;;;;;;;;;
"Hello From Indiana";"0";;;;;;;;;;
"Hellgate: Tokyo";"0";;;;;;;;;;
"Hellgate: London";"0";;;;;;;;;;
"Hellfire";"1";"HELLION";;;;;;;;;
"Helldivers";"1";"HELLDIVERS™";;;;;;;;;
"Hellbender";"0";;;;;;;;;;
"Hell's Little Story";"1";"Hell`s Little Story";;;;;;;;;
"Hell's Kitchen (Ludia)";"0";;;;;;;;;;
"Hell's Kitchen";"0";;;;;;;;;;
"Hell Yeah! Virtual Rabbit Missions";"0";;;;;;;;;;
"Hell Yeah! Pimp My Rabbit Pack";"0";;;;;;;;;;
"Hell Tycoon";"1";"Fish Tycoon";;;;;;;;;
"Helium";"0";;;;;;;;;;
"Helicopter Strike Force";"0";;;;;;;;;;
"Helicopter 2015: Natural Disasters";"0";;;;;;;;;;
"HeliCOPS";"0";;;;;;;;;;
"Helga Deep in Trouble";"0";;;;;;;;;;
"Helbreath";"0";;;;;;;;;;
"Helam: A Stripling Warrior Quest";"0";;;;;;;;;;
"Heist (2000)";"0";;;;;;;;;;
"Heileen: Sail Away";"1";"Heileen 1: Sail Away";;;;;;;;;
"Heileen 3: Sea Maidens";"0";;;;;;;;;;
"Hegemony: Philip of Macedon";"0";;;;;;;;;;
"Hegemonia: The Solon Heritage";"1";"Haegemonia: The Solon Heritage";;;;;;;;;
"Hegemonia: Legions of Iron";"1";"Haegemonia: Legions of Iron";;;;;;;;;
"Hector: Badge of Carnage - Episode 3: Beyond Reasonable Doom";"0";;;;;;;;;;
"Hector: Badge of Carnage - Episode 2: Senseless Acts of Justice";"0";;;;;;;;;;
"Hector: Badge of Carnage - Episode 1: We Negotiate With Terrorists";"0";;;;;;;;;;
"Hector: Badge of Carnage";"1";"Hector: Badge of Carnage - Full Series";;;;;;;;;
"Heavyweight Thunder";"0";;;;;;;;;;
"Heavy Metal: F.A.K.K. 2";"0";;;;;;;;;;
"Heavy Metal Death Pirate";"1";"Heavy Metal Machines";;;;;;;;;
"Heavy Impact";"0";;;;;;;;;;
"Heavy Hogur";"0";;;;;;;;;;
"Heavy Gear II";"0";;;;;;;;;;
"Heavy Gear";"0";;;;;;;;;;
"Heavy Fortress";"0";;;;;;;;;;
"Heavy Blast";"0";;;;;;;;;;
"Heavenstrike Rivals";"0";;;;;;;;;;
"Heaven's Hope";"0";;;;;;;;;;
"Heaven the Game";"1";"Dragon: The Game";;;;;;;;;
"Heaven Forest";"2";"Heaven Forest - VR MMO";"Crazy Forest";;;;;;;;
"Heaven Bound";"0";;;;;;;;;;
"Heaven & Hell (2012)";"0";;;;;;;;;;
"Heaven & Hell (2003)";"0";;;;;;;;;;
"Heathen Engineering's Terran";"0";;;;;;;;;;
"Heartwork";"0";;;;;;;;;;
"Hearts of Iron: Platinum";"0";;;;;;;;;;
"Hearts of Iron The Card Game";"1";"Hearts of Iron 2 Complete";;;;;;;;;
"Hearts of Iron IV: Together for Victory";"0";;;;;;;;;;
"Hearts of Iron III: Their Finest Hour";"0";;;;;;;;;;
"Hearts of Iron III: Semper Fi";"1";"Hearts of Iron 2 Complete";;;;;;;;;
"Hearts of Iron III: For the Motherland";"0";;;;;;;;;;
"Hearts of Iron III Collection";"1";"Hearts of Iron 2 Complete";;;;;;;;;
"Hearts of Iron II: Doomsday";"1";"Hearts of Iron 2 Complete";;;;;;;;;
"Hearts of Iron II: Collection";"1";"Hearts of Iron 2 Complete";;;;;;;;;
"Hearts of Iron II: Armageddon";"1";"Hearts of Iron 2 Complete";;;;;;;;;
"Hearts of Iron II";"0";;;;;;;;;;
"Hearts of Iron Anthology";"1";"Hearts of Iron 2 Complete";;;;;;;;;
"Hearts of Iron";"1";"Secrets of Rætikon";;;;;;;;;
"Hearts of Chaos";"2";"Realms of Chaos";"Worlds of Chaos";;;;;;;;
"Hearthstone: Whispers of the Old Gods";"0";;;;;;;;;;
"Hearthstone: The Grand Tournament";"0";;;;;;;;;;
"Hearthstone: One Night in Karazhan";"0";;;;;;;;;;
"Hearthstone: League of Explorers";"0";;;;;;;;;;
"Hearthstone: Heroes of Warcraft";"0";;;;;;;;;;
"Hearthstone: Goblins Vs. Gnomes";"0";;;;;;;;;;
"Hearthstone: Curse of Naxxramas";"0";;;;;;;;;;
"Hearthstone: Blackrock Mountain";"0";;;;;;;;;;
"Heart Work";"0";;;;;;;;;;
"Heart of Fire";"0";;;;;;;;;;
"Heart of Ember Chapter 1";"1";"Heart of Ember CH1";;;;;;;;;
"Heart of Darkness";"0";;;;;;;;;;
"Heart de Roommate";"0";;;;;;;;;;
"Health And Fitness Club Tycoon";"0";;;;;;;;;;
"Heal Them All";"0";;;;;;;;;;
"Headmaster (WeersProductions)";"0";;;;;;;;;;
"Headlong Racing";"0";;;;;;;;;;
"Header Goal VR: Being Axel Rix";"0";;;;;;;;;;
"Head It!: VR Soccer Heading Game";"0";;;;;;;;;;
"Hawks: Guardians of the Skies";"0";;;;;;;;;;
"Hawks Tactical";"0";;;;;;;;;;
"Hawaiian Explorer: Pearl Harbor";"0";;;;;;;;;;
"Hawaiian Explorer 2: Lost Island";"0";;;;;;;;;;
"HAUNTED: Halloween '85 (Original NES Game)";"0";;;;;;;;;;
"Haunted Memories: Episode 02 - Welcome Home";"0";;;;;;;;;;
"Haunted Memories: Episode 01 - Haunt";"0";;;;;;;;;;
"Haunted Memories";"1";"Haunted House™";;;;;;;;;
"Haunted Legends: The Queen of Spades";"0";;;;;;;;;;
"Haunted House";"1";"Haunted House™";;;;;;;;;
"Haunted Hotel: The Axiom Butcher Collector's Edition";"0";;;;;;;;;;
"Haunted Hotel II: Believe the Lies";"0";;;;;;;;;;
"Haunted Hotel";"1";"Haunted House™";;;;;;;;;
"Haunted Dreams";"0";;;;;;;;;;
"Haunt";"0";;;;;;;;;;
"Hatred";"0";;;;;;;;;;
"Hate Plus: ~Mutes Golden Days~";"0";;;;;;;;;;
"Hate Free Heroes";"1";"Three Heroes";;;;;;;;;
"Hat Trick Header";"0";;;;;;;;;;
"Hasslevania: The Quest For Shuteye";"0";;;;;;;;;;
"Hasbro Family Game Night 2";"0";;;;;;;;;;
"Harvest Mania to Go";"0";;;;;;;;;;
"Harukoi * Otome";"0";;;;;;;;;;
"Harry Potter: Quidditch World Cup";"0";;;;;;;;;;
"Harry Potter and the Sorcerer's Stone";"0";;;;;;;;;;
"Harry Potter and the Prisoner of Azkaban";"0";;;;;;;;;;
"Harry Potter and the Order of the Phoenix";"0";;;;;;;;;;
"Harry Potter and the Half-Blood Prince";"0";;;;;;;;;;
"Harry Potter and the Goblet of Fire";"0";;;;;;;;;;
"Harry Potter and the Deathly Hallows, Part 2";"0";;;;;;;;;;
"Harry Potter and the Deathly Hallows, Part 1";"0";;;;;;;;;;
"Harry Potter and the Chamber of Secrets";"0";;;;;;;;;;
"Harrowed Halls: Lakeview Lane";"0";;;;;;;;;;
"Harpoon 3 Advanced Naval Warfare";"0";;;;;;;;;;
"Harley-Davidson: Race Around the World";"0";;;;;;;;;;
"Harley-Davidson Motorcycles: Race to the Rally";"0";;;;;;;;;;
"Harley Davidson: Wheels of Freedom";"0";;;;;;;;;;
"Harem * Party";"0";;;;;;;;;;
"Hardwood Backgammon";"0";;;;;;;;;;
"Hardnoid";"1";"Hardland";;;;;;;;;
"Hardline";"1";"Hardland";;;;;;;;;
"Hardball 6 2000 Edition";"0";;;;;;;;;;
"Hardball 6";"0";;;;;;;;;;
"Hard Truck: Apocalypse - Rise of Clans";"1";"Hard Truck Apocalypse / Ex Machina";;;;;;;;;
"Hard Truck: Apocalypse - Arcade";"1";"Hard Truck Apocalypse / Ex Machina";;;;;;;;;
"Hard Truck: Apocalypse";"1";"Hard Truck Apocalypse / Ex Machina";;;;;;;;;
"Hard Truck: 18 Wheels of Steel";"0";;;;;;;;;;
"Hard Truck Tycoon";"0";;;;;;;;;;
"Hard Time";"0";;;;;;;;;;
"Hard Rock Casino";"0";;;;;;;;;;
"Hard Reset: Exile";"0";;;;;;;;;;
"Hard Reset";"0";;;;;;;;;;
"Hard Lander";"1";"Hardland";;;;;;;;;
"Harbinger";"0";;;;;;;;;;
"Happy Wars";"0";;;;;;;;;;
"Happy Tree Friends: False Alarm";"0";;;;;;;;;;
"Happy Town People";"0";;;;;;;;;;
"Happy Tails Animal Shelter";"0";;;;;;;;;;
"Happy Pong";"0";;;;;;;;;;
"Happy Maze";"0";;;;;;;;;;
"Happy Feet";"0";;;;;;;;;;
"Happy Critters";"0";;;;;;;;;;
"Happy Birthday, Bernard";"0";;;;;;;;;;
"Hans Christian Andersen: The Ugly Prince Duckling";"0";;;;;;;;;;
"Hannibal: Terror of Rome";"0";;;;;;;;;;
"Hannibal: Rome and Carthage in the Second Punic War";"0";;;;;;;;;;
"Hannah Montana: The Movie";"0";;;;;;;;;;
"Hank Haney's World Golf";"0";;;;;;;;;;
"Hangsim";"0";;;;;;;;;;
"Hands on Deck";"0";;;;;;;;;;
"HandPass VR";"1";"Qantas VR";;;;;;;;;
"Hand Eye Cubination";"0";;;;;;;;;;
"Hanachirasu";"0";;;;;;;;;;
"Hammer & Sickle";"0";;;;;;;;;;
"Hamlet, or the last game without MMORPG features, shaders and product placement";"1";"Hamlet or the Last Game without MMORPG Features, Shaders ...";;;;;;;;;
"Hamilton's Great Adventure: Retro Fever";"0";;;;;;;;;;
"Haluz 2";"0";;;;;;;;;;
"Halo: Combat Evolved";"0";;;;;;;;;;
"Halo Wars: Definitive Edition";"0";;;;;;;;;;
"Halo Wars 2";"0";;;;;;;;;;
"Halo 2";"1";"Silo 2";;;;;;;;;
"Halloween Scream";"0";;;;;;;;;;
"Halloween Otome";"0";;;;;;;;;;
"Halloween Mysteries";"0";;;;;;;;;;
"Half-Minute Hero: Super Mega Neo Climax Ultimate Boy";"1";"Half Minute Hero: Super Mega Neo Climax Ultimate Boy";;;;;;;;;
"Half-Life: Azure Sheep";"0";;;;;;;;;;
"Half-Life 2: Episode Pack";"0";;;;;;;;;;
"Half-Inch Heist Turbo";"0";;;;;;;;;;
"Half Life 1: Anthology";"0";;;;;;;;;;
"Hairy Tales";"0";;;;;;;;;;
"Haha Imouto Saiin Chiku: Konna Ore ni Uzuite Modaero!";"0";;;;;;;;;;
"Hackwork";"0";;;;;;;;;;
"Hacker Evolution: Untold - Hardcore Package Part 2";"0";;;;;;;;;;
"Hacker Evolution: Untold - Hardcore Package Part 1";"0";;;;;;;;;;
"Hacker Evolution: Untold - Flight Zero";"0";;;;;;;;;;
"Hacker Evolution: Reinsertion";"0";;;;;;;;;;
"Hacker Evolution Duality: Inception Part 3";"0";;;;;;;;;;
"Hacker Evolution Duality: Inception Part 2";"0";;;;;;;;;;
"Hacker Evolution Duality: Inception Part 1";"0";;;;;;;;;;
"Hacker Evolution Duality: Hardcore Package 2";"0";;;;;;;;;;
"Hacker Evolution Duality: Hardcore Package 1";"0";;;;;;;;;;
"Hacker Evolution Duality: Hacker Bootcamp";"0";;;;;;;;;;
"Hacked";"0";;;;;;;;;;
"Hack, Slash & Backstab";"0";;;;;;;;;;
"Habitat: A Thousand Generations in Orbit";"0";;;;;;;;;;
"H.U.N.T";"0";;;;;;;;;;
"H.E.D.Z. (Head Extreme Destruction Zone)";"0";;;;;;;;;;
"Gyrodisc Super League";"0";;;;;;;;;;
"Gyossait Deluxe Edition";"0";;;;;;;;;;
"Gymnast";"0";;;;;;;;;;
"Guy vs The Wicked and Nefarious Land";"0";;;;;;;;;;
"Gutterball 2";"0";;;;;;;;;;
"Gutterball";"0";;;;;;;;;;
"GunZ The Duel";"0";;;;;;;;;;
"GunWorld 2";"1";"Super GunWorld 2";;;;;;;;;
"Gunstar Heroes";"1";"Kings and Heroes";;;;;;;;;
"Gunspell";"0";;;;;;;;;;
"Gunslinger Trainer";"0";;;;;;;;;;
"Guns of Icarus";"0";;;;;;;;;;
"Guns of August";"0";;;;;;;;;;
"Gunnihilation";"0";;;;;;;;;;
"Gunmetal Arcadia";"0";;;;;;;;;;
"Gunmetal";"0";;;;;;;;;;
"Gunman Chronicles";"0";;;;;;;;;;
"Gunlok";"0";;;;;;;;;;
"Gundemonium Collection";"2";"Cake Mania Collection";"Cake Mania Collection";;;;;;;;
"Gun Upgrade";"0";;;;;;;;;;
"Gun Range VR";"0";;;;;;;;;;
"GUN GODZ";"0";;;;;;;;;;
"Gun";"0";;;;;;;;;;
"Gump Runner";"0";;;;;;;;;;
"GummyBro in the Sours Stole Christmas!";"0";;;;;;;;;;
"Gumboy Crazy Adventures";"2";"Gumboy - Crazy Adventures™";"Gumboy - Crazy Adventures™";;;;;;;;
"Gulf of Aden - Task Force Somalia";"0";;;;;;;;;;
"GuitarBots";"0";;;;;;;;;;
"Guitar Praise";"0";;;;;;;;;;
"Guitar Hero: Warriors of Rock";"0";;;;;;;;;;
"Guitar Hero: Aerosmith";"0";;;;;;;;;;
"Guitar Hero World Tour";"0";;;;;;;;;;
"Guitar Hero III: Legends of Rock";"0";;;;;;;;;;
"Guilty: The SiN";"0";;;;;;;;;;
"Guild Wars: Eye of the North";"0";;;;;;;;;;
"Guild Wars Trilogy";"0";;;;;;;;;;
"Guild Wars Platinum Edition";"1";"SpellForce - Platinum Edition";;;;;;;;;
"Guild Wars Nightfall";"0";;;;;;;;;;
"Guild Wars Factions";"0";;;;;;;;;;
"Guild Wars Complete Collection";"2";"Sword of the Stars: Complete Collection";"Age of Empires® III: Complete Collection";;;;;;;;
"Guild Wars 2: Heart of Thorns";"0";;;;;;;;;;
"Guild Wars 2";"0";;;;;;;;;;
"Guild Wars";"0";;;;;;;;;;
"Guerilla Bob";"0";;;;;;;;;;
"Gubble";"0";;;;;;;;;;
"Guardians of Graxia: Elves & Dwarves";"0";;;;;;;;;;
"Guardian";"0";;;;;;;;;;
"Guarda Castelos Upgrade";"0";;;;;;;;;;
"GTR FIA Racing";"0";;;;;;;;;;
"GTR Evolution";"0";;;;;;;;;;
"GTR 2";"0";;;;;;;;;;
"GTI Racer";"0";;;;;;;;;;
"GRUZCHIK";"0";;;;;;;;;;
"Gruntz";"0";;;;;;;;;;
"Ground Control: Dark Conspiracy";"0";;;;;;;;;;
"Ground Control";"0";;;;;;;;;;
"Grotesque Tactics 2: Dungeons & Donuts";"1";"Grotesque Tactics 2 – Dungeons and Donuts";;;;;;;;;
"Gromada";"0";;;;;;;;;;
"Grom: Terror in Tibet";"0";;;;;;;;;;
"Grimsfield";"0";;;;;;;;;;
"Grimoire Chronicles";"1";"URU: Complete Chronicles";;;;;;;;;
"Grimm's Hatchery";"0";;;;;;;;;;
"Grim Tales: The Bride";"0";;;;;;;;;;
"Grim Tales: Graywitch";"0";;;;;;;;;;
"Grim Fandango";"0";;;;;;;;;;
"Grim Facade: Mystery of Venice";"0";;;;;;;;;;
"Grim";"1";"GRIP";;;;;;;;;
"GridVR";"0";;;;;;;;;;
"Gridlock";"0";;;;;;;;;;
"Grid Runner";"0";;;;;;;;;;
"Grid Legion, Voyage";"0";;;;;;;;;;
"GRID Autosport: Sprint Pack";"0";;;;;;;;;;
"GRID Autosport: Road & Track Car Pack";"0";;;;;;;;;;
"GRID 2: Super Modified Pack";"0";;;;;;;;;;
"GRID 2: Spa-Francorchamps Track Pack";"0";;;;;;;;;;
"GRID 2: Peak Performance Pack";"0";;;;;;;;;;
"GRID 2: McLaren Racing Pack";"0";;;;;;;;;;
"GRID 2: IndyCar Pack";"0";;;;;;;;;;
"GRID 2: Headstart Pack";"0";;;;;;;;;;
"GRID 2: GTR Racing Pack";"0";;;;;;;;;;
"GRID 2: Drift Pack";"0";;;;;;;;;;
"GRID 2: Demolition Derby Pack";"0";;;;;;;;;;
"GRID 2: Classic GRID Pack";"0";;;;;;;;;;
"GRID 2: Bathurst Track Pack";"0";;;;;;;;;;
"GRID";"1";"GRIP";;;;;;;;;
"Greyhound Manager 2 Rebooted";"0";;;;;;;;;;
"Greyfox";"1";"Greyfox RPG";;;;;;;;;
"Grey's Anatomy: The Video Game";"0";;;;;;;;;;
"Grey Matter";"1";"Dark Matter";;;;;;;;;
"Grey Goo - Emergence Campaign";"0";;;;;;;;;;
"Greg Norman Ultimate Challenge Golf";"0";;;;;;;;;;
"Green Moon 2";"0";;;;;;;;;;
"Green Eggs and Ham";"0";;;;;;;;;;
"Green Box Escape";"0";;;;;;;;;;
"Green Berets: Powered by Myth II";"0";;;;;;;;;;
"Green Adventures in Rio";"0";;;;;;;;;;
"Greedy Words";"0";;;;;;;;;;
"Great War Nations: The Spartans";"0";;;;;;;;;;
"Great Pyramid Adventure";"0";;;;;;;;;;
"Great Journey: Mr. Penguin's Letter";"0";;;;;;;;;;
"Great Invasions: The Darkages \"350-1066 AD\"";"0";;;;;;;;;;
"Great Escapes Solitaire Collection";"0";;;;;;;;;;
"Great Battles of Hannibal";"0";;;;;;;;;;
"Great Battles of Caesar";"0";;;;;;;;;;
"Great Battles of Alexander";"0";;;;;;;;;;
"Great Battle IV: Navy Field IV";"0";;;;;;;;;;
"Gravity Shot";"0";;;;;;;;;;
"Gravity Island";"0";;;;;;;;;;
"Gravity Box";"0";;;;;;;;;;
"Gravity Bomb";"0";;;;;;;;;;
"Graviteam Tactics: Zhalanashkol 1969";"0";;;;;;;;;;
"Graviteam Tactics: Volokonovka 1942";"0";;;;;;;;;;
"Graviteam Tactics: Sokolovo 1943";"0";;;;;;;;;;
"Graviteam Tactics: Shilovo 1942";"0";;;;;;;;;;
"Gravitation";"0";;;;;;;;;;
"GraveRun";"0";;;;;;;;;;
"Grave Matters";"1";"Dark Matter";;;;;;;;;
"Grave Mania: Undead Fever";"0";;;;;;;;;;
"Grave Mania: Pandemic Pandemonium";"0";;;;;;;;;;
"Grav Lab: Gravitational Testing Facility and Observations";"1";"Grav|Lab - Gravitational Testing Facility & Observations";;;;;;;;;
"Gratuitous Tank Battles - The Western Front";"0";;;;;;;;;;
"Gratuitous Space Battles: The Tribe";"0";;;;;;;;;;
"Gratuitous Space Battles: The Swarm";"0";;;;;;;;;;
"Gratuitous Space Battles - The Parasites";"0";;;;;;;;;;
"Gratuitous Space Battles: The Outcasts";"0";;;;;;;;;;
"Gratuitous Space Battles: The Order";"0";;;;;;;;;;
"Gratuitous Space Battles: The Nomads";"0";;;;;;;;;;
"Gratuitous Space Battles: Galactic Conquest";"0";;;;;;;;;;
"Gratuitous Space Battles - The Parasites";"0";;;;;;;;;;
"Grass Max";"0";;;;;;;;;;
"Grass Is No More";"0";;;;;;;;;;
"Grasp";"0";;;;;;;;;;
"Grappling Hook";"0";;;;;;;;;;
"Granny in Paradise";"0";;;;;;;;;;
"Grandpa's Candy Factory";"0";;;;;;;;;;
"GRANDMASTER : THE WORLD OF ZARIA";"0";;;;;;;;;;
"Grandia II Anniversary Edition";"4";"Grandia® II Anniversary Edition";"Ankh - Anniversary Edition";"Creeper World 2: Anniversary Edition";"Creeper World: Anniversary Editon";;;;;;
"Grandia II";"0";;;;;;;;;;
"Grand Theft Auto: The Trilogy";"0";;;;;;;;;;
"Grand Theft Auto: The Classics Collection";"0";;;;;;;;;;
